experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,experiment_filepath,message,accuracy,is_model_accepted,created_time_stamp,experiment_file_path
1d9670e7-abfe-48a1-8dee-da66768232de,2023-07-03-13-13-43,2023-07-03-13-13-43,True,2023-07-03 13:14:05.189804,,,E:\iNeuron Internship projects\Credit_Card_defaul_prediction\project\artifact\experiment\experiment.csv,Pipeline has been started.,,,2023-07-03 13:14:05.189804,experiment.csv
1d9670e7-abfe-48a1-8dee-da66768232de,2023-07-03-13-13-43,2023-07-03-13-13-43,False,2023-07-03 13:14:05.189804,2023-07-03 13:14:41.724763,0 days 00:00:36.534959,E:\iNeuron Internship projects\Credit_Card_defaul_prediction\project\artifact\experiment\experiment.csv,Pipeline has been completed,0.8100937573477545,True,2023-07-03 13:14:41.724763,experiment.csv
376746b0-7656-45ea-879e-f105939d38b4,2023-07-03-13-13-43,2023-07-03-13-13-43,True,2023-07-03 13:16:25.023668,,,E:\iNeuron Internship projects\Credit_Card_defaul_prediction\project\artifact\experiment\experiment.csv,Pipeline has been started.,,,2023-07-03 13:16:25.023668,experiment.csv
376746b0-7656-45ea-879e-f105939d38b4,2023-07-03-13-13-43,2023-07-03-13-13-43,False,2023-07-03 13:16:25.023668,2023-07-03 13:17:02.677927,0 days 00:00:37.654259,E:\iNeuron Internship projects\Credit_Card_defaul_prediction\project\artifact\experiment\experiment.csv,Pipeline has been completed,0.8100937573477545,True,2023-07-03 13:17:02.677927,experiment.csv
